ORTHO,GPMATCH,LESSON,READING,WRITING
melão,(m-m.e-e.l-l.ão-ãw),22,1,0
espião,(e-e.s-s.p-p.i-i.ão-ãw),22,1,0
violão,(v-v.i-i.o-o.l-l.ão-ãw),22,1,0
aqui,(a-a.qu-k.i-i),23,1,0
queda,(qu-k.e-E.d-d.a-a),23,1,0
fique,(f-f.i-i.qu-k.e-i),23,1,0
caqui,(c-k.a-a.qu-k.i-i),23,1,0
quilos,(qu-k.i-i.l-l.o-u.s-s),23,1,0
quieto,(qu-k.i-i.e-E.t-t.o-u),23,1,0
que,(qu-k.e-i),23,1,0
esquilo,(e-e.s-s.qu-k.i-i.l-l.o-u),23,1,0
pequeno,(p-p.e-e.qu-k.e-e.n-n.o-u),23,1,0
fez,(f-f.e-E.z-s),24,1,0
faz,(f-f.a-a.z-s),24,1,0
arroz,(a-a.rr-h.o-O.z-s),24,1,0
bezerro,(b-b.e-e.z-z.e-e.rr-h.o-u),24,1,0
moleza,(m-m.o-o.l-l.e-e.z-z.a-a),24,1,0
vazia,(v-v.a-a.z-z.i-i.a-a),24,1,0
azeda,(a-a.z-z.e-E.d-d.a-a),24,1,0
dezena,(d-d.e-e.z-z.e-e.n-n.a-a),24,1,0
zumbi,(z-z.um-ū.b-b.i-i),24,1,0
azul,(a-a.z-z.u-u.l-w),24,1,0
noz,(n-n.o-O.z-s),24,1,0
luz,(l-l.u-u.z-s),24,1,0
feliz,(f-f.e-e.l-l.i-i.z-s),24,1,0
veloz,(v-v.e-e.l-l.o-O.z-s),24,1,0
justo,(j-Z.u-u.s-s.t-t.o-u),25,1,0
jejum,(j-Z.e-e.j-Z.um-ū),25,1,0
jato,(j-Z.a-a.t-t.o-u),25,1,0
janela,(j-Z.a-a.n-n.e-E.l-l.a-a),25,1,0
jaca,(j-Z.a-a.c-k.a-a),25,1,0
javali,(j-Z.a-a.v-v.a-a.l-l.i-i),25,1,0
ajuda,(a-a.j-Z.u-u.d-d.a-a),25,1,0
jogada,(j-Z.o-o.g-g.a-a.d-d.a-a),25,1,0
jaqueta,(j-Z.a-a.qu-k.e-e.t-t.a-a),25,1,0
jogo,(j-Z.o-o.g-g.o-u),25,1,0
já,(j-Z.á-a),25,1,0
jacaré,(j-Z.a-a.c-k.a-a.r-r.é-E),26,1,0
larva,(l-l.a-a.r-r.v-v.a-a),26,1,0
grão,(g-g.r-r.ão-ãw),26,1,0
maracujá,(m-m.a-a.r-r.a-a.c-k.u-u.j-Z.á-a),26,1,0
calor,(c-k.a-a.l-l.o-o.r-r),26,1,0
adoro,(a-a.d-d.o-O.r-r.o-u),26,1,0
colorida,(c-k.o-o.l-l.o-o.r-r.i-i.d-d.a-a),26,1,0
refresca,(r-h.e-e.f-f.r-r.e-E.s-s.c-k.a-a),26,1,0
sucuri,(s-s.u-u.c-k.u-u.r-r.i-i),26,1,0
amora,(a-a.m-m.o-O.r-r.a-a),26,1,0
porta,(p-p.o-O.r-r.t-t.a-a),26,1,0
garoto,(g-g.a-a.r-r.o-o.t-t.o-u),26,1,0
natureza,(n-n.a-a.t-t.u-u.r-r.e-e.z-z.a-a),26,1,0
tubarão,(t-t.u-u.b-b.a-a.r-r.ão-ãw),26,1,0
ar,(a-a.r-r),26,1,0
tartaruga,(t-t.a-a.r-r.t-t.a-a.r-r.u-u.g-g.a-a),26,1,0
caverna,(c-k.a-a.v-v.e-E.r-r.n-n.a-a),26,1,0
amarelo,(a-a.m-m.a-a.r-r.e-E.l-l.o-u),26,1,0
perca,(p-p.e-E.r-r.c-k.a-a),26,1,0
muro,(m-m.u-u.r-r.o-u),26,1,0
marca,(m-m.a-a.r-r.c-k.a-a),26,1,0
revirar,(r-h.e-e.v-v.i-i.r-r.a-a.r-r),26,1,0
curso,(c-k.u-u.r-r.s-s.o-u),26,1,0
jornal,(j-Z.o-o.r-r.n-n.a-a.l-w),26,1,0
férias,(f-f.é-E.r-r.i-j.a-a.s-s),26,1,0
aberta,(a-a.b-b.e-E.r-r.t-t.a-a),26,1,0
amor,(a-a.m-m.o-o.r-r),26,1,0
para,(p-p.a-a.r-r.a-a),26,1,0
universo,(u-u.n-n.i-i.v-v.e-E.r-r.s-s.o-u),26,1,0
letra,(l-l.e-e.t-t.r-r.a-a),26,1,0
torta,(t-t.o-O.r-r.t-t.a-a),26,1,0
pescar,(p-p.e-e.s-s.c-k.a-a.r-r),26,1,0
pirulito,(p-p.i-i.r-r.u-u.l-l.i-i.t-t.o-u),26,1,0
pérola,(p-p.é-E.r-r.o-u.l-l.a-a),26,1,0
corvo,(c-k.o-o.r-r.v-v.o-u),26,1,0
pirata,(p-p.i-i.r-r.a-a.t-t.a-a),26,1,0
claro,(c-k.l-l.a-a.r-r.o-u),26,1,0
criar,(c-k.r-r.i-i.a-a.r-r),26,1,0
fria,(f-f.r-r.i-i.a-a),26,1,0
crime,(c-k.r-r.i-i.m-m.e-i),26,1,0
dragão,(d-d.r-r.a-a.g-g.ão-ãw),26,1,0
grilo,(g-g.r-r.i-i.l-l.o-u),26,1,0
frio,(f-f.r-r.i-i.o-u),26,1,0
trono,(t-t.r-r.o-o.n-n.o-u),26,1,0
primo,(p-p.r-r.i-i.m-m.o-u),26,1,0
cruzar,(c-k.r-r.u-u.z-z.a-a.r-r),26,1,0
clima,(c-k.l-l.i-i.m-m.a-a),10,1,0
brigar,(b-b.r-r.i-i.g-g.a-a.r-r),26,1,0
bloco,(b-b.l-l.o-O.c-k.o-u),21,1,0
prazer,(p-p.r-r.a-a.z-z.e-e.r-r),26,1,0
lebre,(l-l.e-E.b-b.r-r.e-i),26,1,0
abril,(a-a.b-b.r-r.i-i.l-w),26,1,0
cobra,(c-k.o-O.b-b.r-r.a-a),26,1,0
zebra,(z-z.e-e.b-b.r-r.a-a),26,1,0
fruta,(f-f.r-r.u-u.t-t.a-a),26,1,0
trocar,(t-t.r-r.o-o.c-k.a-a.r-r),26,1,0
estrela,(e-e.s-s.t-t.r-r.e-E.l-l.a-a),26,1,0
elétrico,(e-e.l-l.é-E.t-t.r-r.i-i.c-k.o-u),26,1,0
vidro,(v-v.i-i.d-d.r-r.o-u),26,1,0
livro,(l-l.i-i.v-v.r-r.o-u),26,1,0
prego,(p-p.r-r.e-E.g-g.o-u),26,1,0
flor,(f-f.l-l.o-o.r-r),26,1,0
flores,(f-f.l-l.o-o.r-r.e-i.s-s),26,1,0
planeta,(p-p.l-l.a-a.n-n.e-e.t-t.a-a),19,1,0
plano,(p-p.l-l.an-ã.o-u),42,1,0
meu,(m-m.eu-ew),27,1,0
deu,(d-d.eu-ew),27,1,0
seu,(s-s.eu-ew),27,1,0
leu,(l-l.eu-ew),27,1,0
seus,(s-s.eu-ew.s-s),27,1,0
comeu,(c-k.o-o.m-m.eu-ew),27,1,0
bebeu,(b-b.e-e.b-b.eu-ew),27,1,0
bateu,(b-b.a-a.t-t.eu-ew),27,1,0
perdeu,(p-p.e-e.r-r.d-d.eu-ew),27,1,0
escreveu,(e-e.s-s.c-k.r-r.e-e.v-v.eu-ew),27,1,0
eucalipto,(eu-ew.c-k.a-a.l-l.i-i.p-p.t-t.o-u),27,1,0
prometeu,(p-p.r-r.o-o.m-m.e-e.t-t.eu-ew),27,1,0
doeu,(d-d.o-o.eu-ew),27,1,0
correu,(c-k.o-o.rr-h.eu-ew),27,1,0
levou,(l-l.e-e.v-v.ou-o),29,1,0
mudou,(m-m.u-u.d-d.ou-o),29,1,0
botou,(b-b.o-o.t-t.ou-o),29,1,0
ficou,(f-f.i-i.c-k.ou-o),29,1,0
pulou,(p-p.u-u.l-l.ou-o),29,1,0
pegou,(p-p.e-e.g-g.ou-o),29,1,0
jogou,(j-Z.o-o.g-g.ou-o),29,1,0
babou,(b-b.a-a.b-b.ou-o),29,1,0
tocou,(t-t.o-o.c-k.ou-o),29,1,0
gritou,(g-g.r-r.i-i.t-t.ou-o),29,1,0
tomou,(t-t.o-o.m-m.ou-o),29,1,0
soube,(s-s.ou-o.b-b.e-i),29,1,0
voou,(v-v.o-o.ou-o),29,1,0
falou,(f-f.a-a.l-l.ou-o),29,1,0
lavou,(l-l.a-a.v-v.ou-o),29,1,0
outros,(ou-o.t-t.r-r.o-u.s-s),29,1,0
outras,(ou-o.t-t.r-r.a-a.s-s),29,1,0
outra,(ou-o.t-t.r-r.a-a),29,1,0
pouco,(p-p.ou-o.c-k.o-u),29,1,0
tornou,(t-t.o-o.r-r.n-n.ou-o),29,1,0
decolou,(d-d.e-e.c-k.o-o.l-l.ou-o),29,1,0
voltou,(v-v.o-o.l-w.t-t.ou-o),29,1,0
vassoura,(v-v.a-a.ss-s.ou-o.r-r.a-a),29,1,0
couro,(c-k.ou-o.r-r.o-u),29,1,0
roupa,(r-h.ou-o.p-p.a-a),29,1,0
vou,(v-v.ou-o),29,1,0
ouvir,(ou-ow.v-v.i-i.r-r),28,1,0
colocou,(c-k.o-o.l-l.o-o.c-k.ou-o),29,1,0
roupas,(r-h.ou-o.p-p.a-a.s-s),29,1,0
estou,(e-e.s-s.t-t.ou-o),29,1,0
ajudou,(a-a.j-Z.u-u.d-d.ou-o),29,1,0
ou,(ou-o),29,1,0
amassou,(a-a.m-m.a-a.ss-s.ou-o),29,1,0
passou,(p-p.a-a.ss-s.ou-o),29,1,0
escapou,(e-e.s-s.c-k.a-a.p-p.ou-o),29,1,0
assustou,(a-a.ss-s.u-u.s-s.t-t.ou-o),29,1,0
escorregou,(e-e.s-s.c-k.o-o.rr-h.e-e.g-g.ou-o),29,1,0
pai,(p-p.ai-aj),30,1,0
cai,(c-k.ai-aj),30,1,0
mais,(m-m.ai-aj.s-s),30,1,0
saia,(s-s.ai-aj.a-a),30,1,0
pais,(p-p.ai-aj.s-s),30,1,0
praia,(p-p.r-r.ai-aj.a-a),30,1,0
gaita,(g-g.ai-aj.t-t.a-a),30,1,0
papai,(p-p.a-a.p-p.ai-aj),30,1,0
atrai,(a-a.t-t.r-r.ai-aj),30,1,0
finais,(f-f.i-i.n-n.ai-aj.s-s),30,1,0
animais,(a-a.n-n.i-i.m-m.ai-aj.s-s),30,1,0
papagaio,(p-p.a-a.p-p.a-a.g-g.ai-aj.o-u),30,1,0
sai,(s-s.ai-aj),30,1,0
baile,(b-b.ai-aj.l-l.e-i),30,1,0
bailarina,(b-b.ai-aj.l-l.a-a.r-r.i-i.n-n.a-a),30,1,0
bailado,(b-b.ai-aj.l-l.a-a.d-d.o-u),30,1,0
raio,(r-h.ai-aj.o-u),30,1,0
maio,(m-m.ai-aj.o-u),30,1,0
areia,(a-a.r-r.ei-ej.a-a),31,1,0
queimou,(qu-k.ei-ej.m-m.ou-o),31,1,0
queijo,(qu-k.ei-e.j-Z.o-u),31,1,0
primeira,(p-p.r-r.i-i.m-m.ei-e.r-r.a-a),31,1,0
baleia,(b-b.a-a.l-l.ei-ej.a-a),31,1,0
veleiro,(v-v.e-e.l-l.ei-e.r-r.o-u),31,1,0
feijão,(f-f.ei-e.j-Z.ão-ãw),31,1,0
cadeira,(c-k.a-a.d-d.ei-e.r-r.a-a),31,1,0
amei,(a-a.m-m.ei-ej),31,1,0
colei,(c-k.o-o.l-l.ei-ej),31,1,0
peito,(p-p.ei-ej.t-t.o-u),31,1,0
freio,(f-f.r-r.ei-ej.o-u),31,1,0
feiras,(f-f.ei-e.r-r.a-a.s-s),31,1,0
leitura,(l-l.ei-ej.t-t.u-u.r-r.a-a),31,1,0
treina,(t-t.r-r.ei-ej.n-n.a-a),31,1,0
feito,(f-f.ei-ej.t-t.o-u),31,1,0
ei,(ei-ej),31,1,0
seis,(s-s.ei-ej.s-s),31,1,0
teia,(t-t.ei-ej.a-a),31,1,0
aveia,(a-a.v-v.ei-ej.a-a),31,1,0
queimar,(qu-k.ei-ej.m-m.a-a.r-r),31,1,0
beijo,(b-b.ei-e.j-Z.o-u),31,1,0
sei,(s-s.ei-ej),31,1,0
cuidei,(c-k.u-u.i-j.d-d.ei-ej),31,1,0
treino,(t-t.r-r.ei-ej.n-n.o-u),31,1,0
torneio,(t-t.o-o.r-r.n-n.ei-ej.o-u),31,1,0
prateleira,(p-p.r-r.a-a.t-t.e-e.l-l.ei-e.r-r.a-a),31,1,0
treinados,(t-t.r-r.ei-ej.n-n.a-a.d-d.o-u.s-s),31,1,0
palmeiras,(p-p.a-a.l-w.m-m.ei-e.r-r.a-a.s-s),31,1,0
treinava,(t-t.r-r.ei-ej.n-n.a-a.v-v.a-a),31,1,0
leio,(l-l.ei-ej.o-u),31,1,0
meia,(m-m.ei-ej.a-a),31,1,0
quebrei,(qu-k.e-e.b-b.r-r.ei-ej),31,1,0
galinha,(g-g.a-a.l-l.i-i.nh-N.a-a),32,1,0
banho,(b-b.a-a.nh-N.o-u),32,1,0
sonho,(s-s.o-o.nh-N.o-u),32,1,0
minhoca,(m-m.i-i.nh-N.o-O.c-k.a-a),32,1,0
cozinha,(c-k.o-o.z-z.i-i.nh-N.a-a),32,1,0
pamonha,(p-p.a-a.m-m.o-o.nh-N.a-a),32,1,0
ninho,(n-n.i-i.nh-N.o-u),32,1,0
vizinho,(v-v.i-i.z-z.i-i.nh-N.o-u),32,1,0
ganhei,(g-g.a-a.nh-N.ei-ej),32,1,0
minha,(m-m.i-i.nh-N.a-a),32,1,0
rainha,(r-h.a-a.i-i.nh-N.a-a),32,1,0
ursinho,(u-u.r-r.s-s.i-i.nh-N.o-u),32,1,0
caminho,(c-k.a-a.m-m.i-i.nh-N.o-u),32,1,0
unha,(u-u.nh-N.a-a),32,1,0
senha,(s-s.e-e.nh-N.a-a),32,1,0
linha,(l-l.i-i.nh-N.a-a),32,1,0
punho,(p-p.u-u.nh-N.o-u),32,1,0
junho,(j-Z.u-u.nh-N.o-u),32,1,0
senhor,(s-s.e-e.nh-N.o-o.r-r),32,1,0
sonhar,(s-s.o-o.nh-N.a-a.r-r),32,1,0
nenhum,(n-n.e-e.nh-N.um-ū),32,1,0
furinho,(f-f.u-u.r-r.i-i.nh-N.o-u),32,1,0
senhora,(s-s.e-e.nh-N.o-o.r-r.a-a),32,1,0
maminha,(m-m.a-a.m-m.i-i.nh-N.a-a),32,1,0
marinho,(m-m.a-a.r-r.i-i.nh-N.o-u),32,1,0
cunhado,(c-k.u-u.nh-N.a-a.d-d.o-u),32,1,0
farinha,(f-f.a-a.r-r.i-i.nh-N.a-a),32,1,0
sininho,(s-s.i-i.n-n.i-i.nh-N.o-u),32,1,0
varinha,(v-v.a-a.r-r.i-i.nh-N.a-a),32,1,0
pezinho,(p-p.e-E.z-z.i-i.nh-N.o-u),32,1,0
sozinho,(s-s.o-O.z-z.i-i.nh-N.o-u),32,1,0
madrinha,(m-m.a-a.d-d.r-r.i-i.nh-N.a-a),32,1,0
joaninha,(j-Z.o-o.a-a.n-n.i-i.nh-N.a-a),32,1,0
saquinho,(s-s.a-a.qu-k.i-i.nh-N.o-u),32,1,0
caminhão,(c-k.a-a.m-m.i-i.nh-N.ão-ãw),32,1,0
escolinha,(e-e.s-s.c-k.o-O.l-l.i-i.nh-N.a-a),32,1,0
narizinho,(n-n.a-a.r-r.i-i.z-z.i-i.nh-N.o-u),32,1,0
vovozinha,(v-v.o-o.v-v.o-o.z-z.i-i.nh-N.a-a),32,1,0
parquinho,(p-p.a-a.r-r.qu-k.i-i.nh-N.o-u),32,1,0
maluquinho,(m-m.a-a.l-l.u-u.qu-k.i-i.nh-N.o-u),32,1,0
banheira,(b-b.a-a.nh-N.ei-e.r-r.a-a),32,1,0
piranha,(p-p.i-i.r-r.a-a.nh-N.a-a),32,1,0
banheiro,(b-b.a-a.nh-N.ei-e.r-r.o-u),32,1,0
passarinho,(p-p.a-a.ss-s.a-a.r-r.i-i.nh-N.o-u),32,1,0
sonhava,(s-s.o-o.nh-N.a-a.v-v.a-a),32,1,0
estranhos,(e-e.s-s.t-t.r-r.a-a.nh-N.o-u.s-s),32,1,0
tenho,(t-t.e-e.nh-N.o-u),32,1,0
