ORTHO,GPMATCH,LESSON,READING,WRITING
ami,(a-a.m-m.i-i),5,1,0
amie,(a-a.m-m.i-i.e-#),13,1,0
amitié,(a-a.m-m.i-i.t-t.i-j.é-e),19,1,0
amour,(a-a.m-m.ou-u.r-R),12,1,0
amusant,(a-a.m-m.u-y.s-z.an-@.t-#),45,1,0
amuse,(a-a.m-m.u-y.s-z.e-#),45,1,0
amuser,(a-a.m-m.u-y.s-z.er-e),46,1,0
an,(an-@),30,1,0
ananas,(a-a.n-n.a-a.n-n.a-a.s-#),13,1,0
ancien,(an-@.c-s.ien-j5),47,1,0
ancienne,(an-@.c-s.i-j.e-E.nn-n.e-#),38,1,0
âne,(â-a.n-n.e-#),13,1,0
ange,(an-@.g-Z.e-#),44,1,0
anglais,(an-@.g-g.l-l.ai-E.s-#),33,1,0
angle,(an-@.g-g.l-l.e-%),30,1,0
angoisse,(an-@.g-g.oi-wa.ss-s.e-#),30,1,0
animal,(a-a.n-n.i-i.m-m.a-a.l-l),13,1,0
anneau,(a-a.nn-n.eau-o),49,1,0
année,(a-a.nn-n.é-e.e-#),13,1,0
annonce,(a-a.nn-n.on-§.c-s.e-#),38,1,0
annoncer,(a-a.nn-n.on-§.c-s.er-e),46,1,0
aperçoit,(a-a.p-p.e-E.r-R.ç-s.oi-wa.t-#),38,1,0
aperçu,(a-a.p-p.e-E.r-R.ç-s.u-y),38,1,0
apparaît,(a-a.pp-p.a-a.r-R.aî-E.t-#),33,1,0
appareil,(a-a.pp-p.a-a.r-R.e-E.il-j),59,1,0
appel,(a-a.pp-p.e-E.l-l),37,1,0
appela,(a-a.pp-p.e-#.l-l.a-a),20,1,0
appelé,(a-a.pp-p.e-#.l-l.é-e),20,1,0
appeler,(a-a.pp-p.e-#.l-l.er-e),46,1,0
appétit,(a-a.pp-p.é-e.t-t.i-i.t-#),20,1,0
apporte,(a-a.pp-p.o-O.r-R.t-t.e-#),20,1,0
apporté,(a-a.pp-p.o-O.r-R.t-t.é-e),20,1,0
apporter,(a-a.pp-p.o-O.r-R.t-t.er-e),46,1,0
apprend,(a-a.pp-p.r-R.en-@.d-#),54,1,0
appris,(a-a.pp-p.r-R.i-i.s-#),20,1,0
approcha,(a-a.pp-p.r-R.o-O.ch-S.a-a),20,1,0
après,(a-a.p-p.r-R.è-E.s-#),23,1,0
araignée,(a-a.r-R.ai-E.gn-N.é-e.e-#),52,1,0
arbitre,(a-a.r-R.b-b.i-i.t-t.r-R.e-%),24,1,0
arbre,(a-a.r-R.b-b.r-R.e-%),24,1,0
arc,(a-a.r-R.c-k),22,1,0
argent,(a-a.r-R.g-Z.en-@.t-#),44,1,0
arme,(a-a.r-R.m-m.e-#),13,1,0
armoire,(a-a.r-R.m-m.oi-wa.r-R.e-#),21,1,0
arracher,(a-a.rr-R.a-a.ch-S.er-e),46,1,0
arrêt,(a-a.rr-R.ê-E.t-#),23,1,0
arrêta,(a-a.rr-R.ê-E.t-t.a-a),23,1,0
arrêté,(a-a.rr-R.ê-E.t-t.é-e),23,1,0
arrêter,(a-a.rr-R.ê-E.t-t.er-e),46,1,0
arrière,(a-a.rr-R.i-j.è-E.r-R.e-#),23,1,0
arriva,(a-a.rr-R.i-i.v-v.a-a),11,1,0
arrivant,(a-a.rr-R.i-i.v-v.an-@.t-#),30,1,0
arrive,(a-a.rr-R.i-i.v-v.e-#),13,1,0
arrivé,(a-a.rr-R.i-i.v-v.é-e),11,1,0
arriver,(a-a.rr-R.i-i.v-v.er-e),46,1,0
arroser,(a-a.rr-R.o-o.s-z.er-e),46,1,0
art,(a-a.r-R.t-#),13,1,0
article,(a-a.r-R.t-t.i-i.c-k.l-l.e-%),22,1,0
artiste,(a-a.r-R.t-t.i-i.s-s.t-t.e-#),19,1,0
assez,(a-a.ss-s.ez-e),53,1,0
assiette,(a-a.ss-s.i-j.e-E.tt-t.e-#),37,1,0
assit,(a-a.ss-s.i-i.t-#),13,1,0
atelier,(a-a.t-t.e-%.l-l.i-j.er-e),46,1,0
attache,(a-a.tt-t.a-a.ch-S.e-#),19,1,0
attaché,(a-a.tt-t.a-a.ch-S.é-e),19,1,0
attacher,(a-a.tt-t.a-a.ch-S.er-e),46,1,0
attaque,(a-a.tt-t.a-a.qu-k.e-#),27,1,0
attaquer,(a-a.tt-t.a-a.qu-k.er-e),46,1,0
attend,(a-a.tt-t.en-@.d-#),54,1,0
attendez,(a-a.tt-t.en-@.d-d.ez-e),53,1,0
attendre,(a-a.tt-t.en-@.d-d.r-R.e-%),29,1,0
attentif,(a-a.tt-t.en-@.t-t.i-i.f-f),29,1,0
atterrir,(a-a.tt-t.e-E.rr-R.i-i.r-R),37,1,0
attirer,(a-a.tt-t.i-i.r-R.er-e),46,1,0
attitude,(a-a.tt-t.i-i.t-t.u-y.d-d.e-#),19,1,0
attrape,(a-a.tt-t.r-R.a-a.p-p.e-#),20,1,0
attrapé,(a-a.tt-t.r-R.a-a.p-p.é-e),20,1,0
attraper,(a-a.tt-t.r-R.a-a.p-p.er-e),46,1,0
attribut,(a-a.tt-t.r-R.i-i.b-b.u-y.t-#),24,1,0
au,(au-o),31,1,0
aube,(au-o.b-b.e-#),31,1,0
aucun,(au-o.c-k.un-1),31,1,0
aucune,(au-o.c-k.u-y.n-n.e-#),31,1,0
auprès,(au-o.p-p.r-R.è-E.s-#),31,1,0
auquel,(au-o.qu-k.e-E.l-l),37,1,0
aura,(au-o.r-R.a-a),31,1,0
aussi,(au-o.ss-s.i-i),31,1,0
aussitôt,(au-o.ss-s.i-i.t-t.ô-o.t-#),31,1,0
autant,(au-o.t-t.an-@.t-#),31,1,0
auteur,(au-o.t-t.eu-9.r-R),39,1,0
auto,(au-o.t-t.o-o),31,1,0
autobus,(au-o.t-t.o-O.b-b.u-y.s-s),31,1,0
automne,(au-o.t-t.o-O.m-#.n-n.e-#),54,1,0
autour,(au-o.t-t.ou-u.r-R),31,1,0
autre,(au-o.t-t.r-R.e-%),31,1,0
autruche,(au-o.t-t.r-R.u-y.ch-S.e-#),31,1,0
avale,(a-a.v-v.a-a.l-l.e-#),13,1,0
avalé,(a-a.v-v.a-a.l-l.é-e),10,1,0
avaler,(a-a.v-v.a-a.l-l.er-e),46,1,0
avança,(a-a.v-v.an-@.ç-s.a-a),38,1,0
avance,(a-a.v-v.an-@.c-s.e-#),38,1,0
avancer,(a-a.v-v.an-@.c-s.er-e),46,1,0
avec,(a-a.v-v.e-E.c-k),37,1,0
aventure,(a-a.v-v.en-@.t-t.u-y.r-R.e-#),29,1,0
avenue,(a-a.v-v.e-#.n-n.u-y.e-#),13,1,0
aveugle,(a-a.v-v.eu-9.g-g.l-l.e-%),39,1,0
avez,(a-a.v-v.ez-e),53,1,0
avion,(a-a.v-v.i-j.on-§),26,1,0
avis,(a-a.v-v.i-i.s-#),13,1,0
avoir,(a-a.v-v.oi-wa.r-R),21,1,0
avons,(a-a.v-v.on-§.s-#),26,1,0
avril,(a-a.v-v.r-R.i-i.l-l),11,1,0
bac,(b-b.a-a.c-k),24,1,0
bague,(b-b.a-a.gu-g.e-#),25,1,0
baguette,(b-b.a-a.gu-g.e-E.tt-t.e-#),37,1,0
baigner,(b-b.ai-e.gn-N.er-e),52,1,0
bain,(b-b.ain-5),34,1,0
bal,(b-b.a-a.l-l),24,1,0
balai,(b-b.a-a.l-l.ai-E),33,1,0
balance,(b-b.a-a.l-l.an-@.c-s.e-#),38,1,0
balcon,(b-b.a-a.l-l.c-k.on-§),26,1,0
baleine,(b-b.a-a.l-l.ei-E.n-n.e-#),33,1,0
ballon,(b-b.a-a.ll-l.on-§),26,1,0
banane,(b-b.a-a.n-n.a-a.n-n.e-#),24,1,0
banc,(b-b.an-@.c-#),54,1,0
bande,(b-b.an-@.d-d.e-#),30,1,0
banque,(b-b.an-@.qu-k.e-#),30,1,0
barbe,(b-b.a-a.r-R.b-b.e-#),24,1,0
barque,(b-b.a-a.r-R.qu-k.e-#),27,1,0
barrage,(b-b.a-a.rr-R.a-a.g-Z.e-#),44,1,0
barre,(b-b.a-a.rr-R.e-#),24,1,0
barrière,(b-b.a-a.rr-R.i-j.è-E.r-R.e-#),24,1,0
bas,(b-b.a-a.s-#),24,1,0
base,(b-b.a-a.s-z.e-#),45,1,0
basse,(b-b.a-a.ss-s.e-#),24,1,0
bassin,(b-b.a-a.ss-s.in-5),34,1,0
bataille,(b-b.a-a.t-t.a-a.e-#),24,1,0
bateau,(b-b.a-a.t-t.eau-o),49,1,0
bâtiment,(b-b.â-a.t-t.i-i.m-m.en-@.t-#),29,1,0
bâtir,(b-b.â-a.t-t.i-i.r-R),24,1,0
bâton,(b-b.â-a.t-t.on-§),26,1,0
battre,(b-b.a-a.tt-t.r-R.e-%),24,1,0
beau,(b-b.eau-o),49,1,0
beaucoup,(b-b.eau-o.c-k.ou-u.p-#),54,1,0
beauté,(b-b.eau-o.t-t.é-e),49,1,0
bébé,(b-b.é-e.b-b.é-e),24,1,0
bec,(b-b.e-E.c-k),37,1,0
bel,(b-b.e-E.l-l),37,1,0
berceau,(b-b.e-E.r-R.c-s.eau-o),49,1,0
berge,(b-b.e-E.r-R.g-Z.e-#),44,1,0
berger,(b-b.e-E.r-R.g-Z.er-e),46,1,0
besoin,(b-b.e-%.s-z.oin-w5),45,1,0
bête,(b-b.ê-E.t-t.e-#),24,1,0
beurre,(b-b.eu-9.rr-R.e-#),39,1,0
biche,(b-b.i-i.ch-S.e-#),24,1,0
bien,(b-b.ien-j5),47,1,0
bientôt,(b-b.ien-j5.t-t.ô-o.t-#),47,1,0
bijou,(b-b.i-i.j-Z.ou-u),24,1,0
bilan,(b-b.i-i.l-l.an-@),30,1,0
bille,(b-b.ill-ij.e-#),54,1,0
billet,(b-b.ill-ij.et-E),54,1,0
bizarre,(b-b.i-i.z-z.a-a.rr-R.e-#),35,1,0
blanc,(b-b.l-l.an-@.c-#),54,1,0
blanche,(b-b.l-l.an-@.ch-S.e-#),30,1,0
blé,(b-b.l-l.é-e),24,1,0
blessé,(b-b.l-l.e-E.ss-s.é-e),37,1,0
bleu,(b-b.l-l.eu-2),39,1,0
bocal,(b-b.o-O.c-k.a-a.l-l),24,1,0
boeuf,(b-b.oeu-9.f-f),55,1,0
boire,(b-b.oi-wa.r-R.e-#),24,1,0
bois,(b-b.oi-wa.s-#),24,1,0
boisson,(b-b.oi-wa.ss-s.on-§),26,1,0
boîte,(b-b.oî-wa.t-t.e-#),24,1,0
bol,(b-b.o-O.l-l),24,1,0
bon,(b-b.on-§),26,1,0
bonbon,(b-b.on-§.b-b.on-§),26,1,0
bondir,(b-b.on-§.d-d.i-i.r-R),26,1,0
bondit,(b-b.on-§.d-d.i-i.t-#),26,1,0
bonjour,(b-b.on-§.j-Z.ou-u.r-R),26,1,0
bonne,(b-b.o-O.nn-n.e-#),24,1,0
bonnet,(b-b.o-O.nn-n.et-E),48,1,0
bonsoir,(b-b.on-§.s-s.oi-wa.r-R),26,1,0
bord,(b-b.o-O.r-R.d-#),54,1,0
bosse,(b-b.o-O.ss-s.e-#),24,1,0
botte,(b-b.o-O.tt-t.e-#),24,1,0
bouche,(b-b.ou-u.ch-S.e-#),24,1,0
boucher,(b-b.ou-u.ch-S.er-e),46,1,0
bouchon,(b-b.ou-u.ch-S.on-§),26,1,0
boue,(b-b.ou-u.e-#),24,1,0
bouge,(b-b.ou-u.g-Z.e-#),44,1,0
bouger,(b-b.ou-u.g-Z.er-e),46,1,0
bougie,(b-b.ou-u.g-Z.i-i.e-#),44,1,0
boule,(b-b.ou-u.l-l.e-#),24,1,0
bouquet,(b-b.ou-u.qu-k.et-E),48,1,0
bouteille,(b-b.ou-u.t-t.e-E.e-#),37,1,0
boutique,(b-b.ou-u.t-t.i-i.qu-k.e-#),27,1,0
bouton,(b-b.ou-u.t-t.on-§),26,1,0
branche,(b-b.r-R.an-@.ch-S.e-#),30,1,0
bras,(b-b.r-R.a-a.s-#),24,1,0
brave,(b-b.r-R.a-a.v-v.e-#),24,1,0
brebis,(b-b.r-R.e-%.b-b.i-i.s-#),24,1,0
bref,(b-b.r-R.e-E.f-f),37,1,0
brigand,(b-b.r-R.i-i.g-g.an-@.d-#),54,1,0
brille,(b-b.r-R.ill-ij.e-#),54,1,0
brin,(b-b.r-R.in-5),34,1,0
brise,(b-b.r-R.i-i.s-z.e-#),45,1,0
broche,(b-b.r-R.o-O.ch-S.e-#),24,1,0
brosse,(b-b.r-R.o-O.ss-s.e-#),24,1,0
bruit,(b-b.r-R.u-8.i-i.t-#),24,1,0
brûle,(b-b.r-R.û-y.l-l.e-#),24,1,0
brûler,(b-b.r-R.û-y.l-l.er-e),46,1,0
brume,(b-b.r-R.u-y.m-m.e-#),24,1,0
brun,(b-b.r-R.un-1),24,1,0
bu,(b-b.u-y),24,1,0
bûcheron,(b-b.û-y.ch-S.e-#.r-R.on-§),26,1,0
buffet,(b-b.u-y.ff-f.et-E),48,1,0
buffle,(b-b.u-y.ff-f.l-l.e-%),24,1,0
buisson,(b-b.u-8.i-i.ss-s.on-§),26,1,0
bulle,(b-b.u-y.ll-l.e-#),24,1,0
bulletin,(b-b.u-y.ll-l.e-#.t-t.in-5),34,1,0
bureau,(b-b.u-y.r-R.eau-o),49,1,0
bus,(b-b.u-y.s-#),24,1,0
but,(b-b.u-y.t-#),24,1,0
ça,(ç-s.a-a),38,1,0
cabane,(c-k.a-a.b-b.a-a.n-n.e-#),24,1,0
cabine,(c-k.a-a.b-b.i-i.n-n.e-#),24,1,0
cacao,(c-k.a-a.c-k.a-a.o-o),22,1,0
cache,(c-k.a-a.ch-S.e-#),22,1,0
caché,(c-k.a-a.ch-S.é-e),22,1,0
cacher,(c-k.a-a.ch-S.er-e),46,1,0
cachette,(c-k.a-a.ch-S.e-E.tt-t.e-#),37,1,0
cadeau,(c-k.a-a.d-d.eau-o),49,1,0
cadre,(c-k.a-a.d-d.r-R.e-%),22,1,0
café,(c-k.a-a.f-f.é-e),22,1,0
cage,(c-k.a-a.g-Z.e-#),44,1,0
cahier,(c-k.a-a.h-#.i-j.er-e),50,1,0
caillou,(c-k.a-a.ou-u),22,1,0
caisse,(c-k.ai-E.ss-s.e-#),33,1,0
calcul,(c-k.a-a.l-l.c-k.u-y.l-l),22,1,0
calme,(c-k.a-a.l-l.m-m.e-#),22,1,0
camarade,(c-k.a-a.m-m.a-a.r-R.a-a.d-d.e-#),22,1,0
caméra,(c-k.a-a.m-m.é-e.r-R.a-a),22,1,0
camion,(c-k.a-a.m-m.i-j.on-§),26,1,0
camp,(c-k.am-@.p-#),54,1,0
campagne,(c-k.am-@.p-p.a-a.gn-N.e-#),52,1,0
canal,(c-k.a-a.n-n.a-a.l-l),22,1,0
canard,(c-k.a-a.n-n.a-a.r-R.d-#),54,1,0
caniche,(c-k.a-a.n-n.i-i.ch-S.e-#),22,1,0
canne,(c-k.a-a.nn-n.e-#),22,1,0
canon,(c-k.a-a.n-n.on-§),26,1,0
canot,(c-k.a-a.n-n.o-o.t-#),22,1,0
capable,(c-k.a-a.p-p.a-a.b-b.l-l.e-%),24,1,0
cape,(c-k.a-a.p-p.e-#),22,1,0
capitale,(c-k.a-a.p-p.i-i.t-t.a-a.l-l.e-#),22,1,0
car,(c-k.a-a.r-R),22,1,0
caravane,(c-k.a-a.r-R.a-a.v-v.a-a.n-n.e-#),22,1,0
caresser,(c-k.a-a.r-R.e-E.ss-s.er-e),46,1,0
carnaval,(c-k.a-a.r-R.n-n.a-a.v-v.a-a.l-l),22,1,0
carnet,(c-k.a-a.r-R.n-n.et-E),48,1,0
carotte,(c-k.a-a.r-R.o-O.tt-t.e-#),22,1,0
carré,(c-k.a-a.rr-R.é-e),22,1,0
carrosse,(c-k.a-a.rr-R.o-O.ss-s.e-#),22,1,0
cartable,(c-k.a-a.r-R.t-t.a-a.b-b.l-l.e-%),24,1,0
carte,(c-k.a-a.r-R.t-t.e-#),22,1,0
carton,(c-k.a-a.r-R.t-t.on-§),26,1,0
cas,(c-k.a-a.s-#),22,1,0
case,(c-k.a-a.s-z.e-#),45,1,0
casque,(c-k.a-a.s-s.qu-k.e-#),27,1,0
casse,(c-k.a-a.ss-s.e-#),22,1,0
cassé,(c-k.a-a.ss-s.é-e),22,1,0
casser,(c-k.a-a.ss-s.er-e),46,1,0
casserole,(c-k.a-a.ss-s.e-#.r-R.o-O.l-l.e-#),22,1,0
cassette,(c-k.a-a.ss-s.e-E.tt-t.e-#),37,1,0
cause,(c-k.au-o.s-z.e-#),45,1,0
cavalier,(c-k.a-a.v-v.a-a.l-l.i-j.er-e),46,1,0
cave,(c-k.a-a.v-v.e-#),22,1,0
caverne,(c-k.a-a.v-v.e-E.r-R.n-n.e-#),37,1,0
ce,(c-s.e-%),38,1,0
ceci,(c-s.e-%.c-s.i-i),38,1,0
ceinture,(c-s.ein-5.t-t.u-y.r-R.e-#),38,1,0
cela,(c-s.e-%.l-l.a-a),38,1,0
célèbre,(c-s.é-e.l-l.è-E.b-b.r-R.e-%),38,1,0
celui,(c-s.e-%.l-l.u-8.i-i),38,1,0
cent,(c-s.en-@.t-#),38,1,0
centre,(c-s.en-@.t-t.r-R.e-%),38,1,0
cercle,(c-s.e-E.r-R.c-k.l-l.e-%),38,1,0
cerise,(c-s.e-%.r-R.i-i.s-z.e-#),45,1,0
certain,(c-s.e-E.r-R.t-t.ain-5),38,1,0
certaine,(c-s.e-E.r-R.t-t.ai-E.n-n.e-#),38,1,0
ces,(c-s.es-E),38,1,0
cesse,(c-s.e-E.ss-s.e-#),38,1,0
cet,(c-s.e-E.t-t),38,1,0
cette,(c-s.e-E.tt-t.e-#),38,1,0
chacal,(ch-S.a-a.c-k.a-a.l-l),22,1,0
chacun,(ch-S.a-a.c-k.un-1),22,1,0
chacune,(ch-S.a-a.c-k.u-y.n-n.e-#),22,1,0
chagrin,(ch-S.a-a.g-g.r-R.in-5),34,1,0
chaise,(ch-S.ai-E.s-z.e-#),45,1,0
chaleur,(ch-S.a-a.l-l.eu-9.r-R),39,1,0
chambre,(ch-S.am-@.b-b.r-R.e-%),41,1,0
chameau,(ch-S.a-a.m-m.eau-o),49,1,0
champion,(ch-S.am-@.p-p.i-j.on-§),41,1,0
chance,(ch-S.an-@.c-s.e-#),38,1,0
change,(ch-S.an-@.g-Z.e-#),44,1,0
changé,(ch-S.an-@.g-Z.é-e),44,1,0
changer,(ch-S.an-@.g-Z.er-e),46,1,0
chanson,(ch-S.an-@.s-s.on-§),30,1,0
chant,(ch-S.an-@.t-#),30,1,0
chante,(ch-S.an-@.t-t.e-#),30,1,0
chanter,(ch-S.an-@.t-t.er-e),46,1,0
chanteur,(ch-S.an-@.t-t.eu-9.r-R),39,1,0
chapeau,(ch-S.a-a.p-p.eau-o),49,1,0
chaperon,(ch-S.a-a.p-p.e-#.r-R.on-§),26,1,0
chapitre,(ch-S.a-a.p-p.i-i.t-t.r-R.e-%),20,1,0
chaque,(ch-S.a-a.qu-k.e-#),27,1,0
char,(ch-S.a-a.r-R),16,1,0
charbon,(ch-S.a-a.r-R.b-b.on-§),26,1,0
charge,(ch-S.a-a.r-R.g-Z.e-#),44,1,0
chargé,(ch-S.a-a.r-R.g-Z.é-e),44,1,0
chariot,(ch-S.a-a.r-R.i-j.o-o.t-#),16,1,0
charmant,(ch-S.a-a.r-R.m-m.an-@.t-#),30,1,0
chasse,(ch-S.a-a.ss-s.e-#),16,1,0
chasser,(ch-S.a-a.ss-s.er-e),46,1,0
chasseur,(ch-S.a-a.ss-s.eu-9.r-R),39,1,0
chat,(ch-S.a-a.t-#),16,1,0
château,(ch-S.â-a.t-t.eau-o),49,1,0
chaton,(ch-S.a-a.t-t.on-§),26,1,0
chatte,(ch-S.a-a.tt-t.e-#),19,1,0
chaud,(ch-S.au-o.d-#),54,1,0
chaude,(ch-S.au-o.d-d.e-#),31,1,0
chaudron,(ch-S.au-o.d-d.r-R.on-§),31,1,0
chauffer,(ch-S.au-o.ff-f.er-e),46,1,0
chaussette,(ch-S.au-o.ss-s.e-E.tt-t.e-#),37,1,0
chaussure,(ch-S.au-o.ss-s.u-y.r-R.e-#),31,1,0
chef,(ch-S.e-E.f-f),37,1,0
chemin,(ch-S.e-#.m-m.in-5),34,1,0
cheminée,(ch-S.e-%.m-m.i-i.n-n.é-e.e-#),16,1,0
chemise,(ch-S.e-%.m-m.i-i.s-z.e-#),45,1,0
chêne,(ch-S.ê-E.n-n.e-#),23,1,0
chenille,(ch-S.e-%.n-n.ill-ij.e-#),54,1,0
cher,(ch-S.e-E.r-R),37,1,0
cherche,(ch-S.e-E.r-R.ch-S.e-#),37,1,0
cherché,(ch-S.e-E.r-R.ch-S.é-e),37,1,0
chercher,(ch-S.e-E.r-R.ch-S.er-e),46,1,0
cheval,(ch-S.e-%.v-v.a-a.l-l),16,1,0
cheveu,(ch-S.e-%.v-v.eu-2),39,1,0
cheveux,(ch-S.e-%.v-v.eu-2.x-#),39,1,0
chèvre,(ch-S.è-E.v-v.r-R.e-%),23,1,0
chez,(ch-S.ez-e),53,1,0
chien,(ch-S.ien-j5),47,1,0
chienne,(ch-S.i-j.e-E.nn-n.e-#),37,1,0
chinois,(ch-S.i-i.n-n.oi-wa.s-#),21,1,0
choc,(ch-S.o-O.c-k),22,1,0
chocolat,(ch-S.o-O.c-k.o-O.l-l.a-a.t-#),22,1,0
choisi,(ch-S.oi-wa.s-z.i-i),45,1,0
choisir,(ch-S.oi-wa.s-z.i-i.r-R),45,1,0
choix,(ch-S.oi-wa.x-#),21,1,0
chose,(ch-S.o-o.s-z.e-#),45,1,0
chou,(ch-S.ou-u),16,1,0
chouette,(ch-S.ou-w.e-E.tt-t.e-#),37,1,0
chute,(ch-S.u-y.t-t.e-#),19,1,0
ci,(c-s.i-i),38,1,0
ciel,(c-s.i-j.e-E.l-l),38,1,0
cigogne,(c-s.i-i.g-g.o-O.gn-N.e-#),52,1,0
cinéma,(c-s.i-i.n-n.é-e.m-m.a-a),38,1,0
cinq,(c-s.in-5.q-k),38,1,0
cirque,(c-s.i-i.r-R.qu-k.e-#),38,1,0
ciseaux,(c-s.i-i.s-z.eau-o.x-#),49,1,0
cite,(c-s.i-i.t-t.e-#),38,1,0
cité,(c-s.i-i.t-t.é-e),38,1,0
citron,(c-s.i-i.t-t.r-R.on-§),38,1,0
clair,(c-k.l-l.ai-E.r-R),33,1,0
classe,(c-k.l-l.a-a.ss-s.e-#),22,1,0
clé,(c-k.l-l.é-e),22,1,0
client,(c-k.l-l.i-ij.en-@.t-#),29,1,0
cloche,(c-k.l-l.o-O.ch-S.e-#),22,1,0
clocher,(c-k.l-l.o-O.ch-S.er-e),46,1,0
clou,(c-k.l-l.ou-u),22,1,0
coche,(c-k.o-O.ch-S.e-#),22,1,0
cochon,(c-k.o-O.ch-S.on-§),26,1,0
code,(c-k.o-O.d-d.e-#),22,1,0
coeur,(c-k.oeu-9.r-R),55,1,0
coffre,(c-k.o-O.ff-f.r-R.e-%),22,1,0
coiffeur,(c-k.oi-wa.ff-f.eu-9.r-R),39,1,0
coin,(c-k.oin-w5),36,1,0
col,(c-k.o-O.l-l),22,1,0
colère,(c-k.o-O.l-l.è-E.r-R.e-#),23,1,0
colis,(c-k.o-O.l-l.i-i.s-#),22,1,0
colle,(c-k.o-O.ll-l.e-#),22,1,0
coller,(c-k.o-O.ll-l.er-e),46,1,0
collier,(c-k.o-O.ll-l.i-j.er-e),46,1,0
colline,(c-k.o-O.ll-l.i-i.n-n.e-#),22,1,0
colonne,(c-k.o-O.l-l.o-O.nn-n.e-#),22,1,0
colorie,(c-k.o-O.l-l.o-O.r-R.i-i.e-#),22,1,0
combat,(c-k.om-§.b-b.a-a.t-#),42,1,0
combien,(c-k.om-§.b-b.ien-j5),47,1,0
commande,(c-k.o-O.mm-m.an-@.d-d.e-#),30,1,0
comme,(c-k.o-O.mm-m.e-#),22,1,0
commença,(c-k.o-O.mm-m.en-@.ç-s.a-a),38,1,0
